0.0000,0.0731,0.1463,0.2194,0.2926,0.3657,0.4389,0.5120,0.5852,0.6583,0.7315,0.8046,0.8777,0.9509,1.0240,1.0972,1.1703,1.2435,1.3166,1.3898,1.4629,1.5361,1.6092,1.6823,1.7555,1.8286,1.9018,1.9749,2.0481,2.1212,2.1944,2.2675,2.3407,2.4138,2.4869,2.5601,2.6332,2.7064,2.7795,2.8527,2.9258,2.9990,3.0721,3.1453,3.2184,3.2915,3.3647,3.4378,3.5110,3.5841
0.0276,0.2438,0.2914,0.5685,0.8070,0.9427,1.1477,1.3606,1.5077,1.7050,1.8584,2.0404,2.2722,2.5234,2.6419,2.8897,3.0378,3.2837,3.4211,3.5951,3.7956,4.0309,4.2008,4.4445,4.5162,4.8085,4.9277,5.0857,5.3690,5.5333,5.6599,5.8705,6.0697,6.2801,6.4306,6.5940,6.9266,7.1079,7.2954,7.4025,7.5392,7.8159,7.9505,8.1369,8.3317,8.6403,8.7594,8.9374,9.1585,9.4094
10.0578,11.0479,12.0868,13.0339,13.9024,14.7504,15.4938,16.2773,17.0057,17.6165,18.1582,18.7224,19.2486,19.6295,20.0368,20.2983,20.5603,20.8372,20.9286,21.0359,21.1513,21.1276,21.1293,21.0139,20.9107,20.6155,20.3895,20.0389,19.7234,19.3529,18.8419,18.2941,17.7524,17.1199,16.4475,15.6835,14.9995,14.0433,13.2074,12.2761,11.2969,10.2771,9.1919,7.9906,6.7697,5.4868,4.1933,2.8894,1.4556,0.0231
